931,kirchheim unter teck
932,kirn
933,kirtorf
934,kitzingen
935,kitzscher
936,kleve
937,klingenberg am main
938,klingenthal sa
939,klötze
940,klütz
941,knittlingen
942,koblenz
943,kohren-sahlis
944,kolbermoor
945,kölleda
946,köln
947,königsberg in bayern
948,königsbrück
949,königsbrunn
950,königsee
951,königslutter am elm
952,königstein im taunus
953,königstein
954,königswinter
955,königs wusterhausen
956,könnern
957,konstanz
958,konz
959,korbach
960,korntal-münchingen
961,kornwestheim
962,korschenbroich
963,köthen
964,kraichtal
965,krakow am see
966,kranichfeld
967,krautheim
968,krefeld
969,kremmen
970,krempe
971,kreuztal
972,kronach
973,kronberg im taunus
974,kröpelin
975,kroppenstedt
976,krumbach 
977,kühlungsborn
978,kulmbach
979,külsheim
980,künzelsau
981,kupferberg
982,kuppenheim
983,kusel
984,kyllburg
985,kyritz 
986,laage
987,laatzen
988,ladenburg
989,lage
990,lahnstein
991,lahr schwarzwald
992,laichingen
993,lambrecht
994,lampertheim
995,landau an der isar
996,landau in der pfalz
997,landsberg am lech
998,landsberg
999,landshut
1000,landstuhl
1001,langelsheim
1002,langen
1003,langen
1004,langenau
1005,langenburg
1006,langenfeld
1007,langenhagen
1008,langenselbold
1009,langenzenn
1010,langewiesen
1011,lassan
1012,laubach
1013,laucha an der unstrut
1014,lauchhammer
1015,lauchheim
1016,lauda-königshofen
1017,lauenburg elbe
1018,lauf an der pegnitz
1019,laufen
1020,laufenburg
1021,lauffen am neckar
1022,lauingen
1023,laupheim
1024,lauscha
1025,lauta
1026,lauter sa
1027,lauterbach
1028,lauterecken
1029,lauterstein
1030,lebach
1031,lebus
1032,leer
1033,lehesten
1034,lehrte
1035,leichlingen
1036,leimen
1037,leinefelde-worbis
1038,leinfelden-echterdingen
1039,leipheim
1040,leipzig
1041,leisnig
1042,lemgo
1043,lengefeld
1044,lengenfeld
1045,lengerich
1046,lennestadt
1047,lenzen
1048,leonberg
1049,leun
1050,leuna
1051,leutenberg
1052,leutershausen
1053,leutkirch im allgäu
1054,leverkusen
1055,lich
1056,lichtenau
1057,lichtenau
1058,lichtenberg
1059,lichtenfels
1060,lichtenfels
1061,lichtenstein sa
1062,liebenau
1063,liebenwalde
1064,lieberose
1065,liebstadt
1066,limbach-oberfrohna
1067,limburg an der lahn
1068,lindau
1069,lindau
1070,linden
1071,lindenberg im allgäu
1072,lindenfels
1073,lindow
1074,lingen
1075,linnich
1076,linz am rhein
1077,lippstadt
1078,löbau
1079,löbejün
1080,loburg
1081,löffingen
1082,lohmar
1083,lohne
1084,löhne
1085,lohr am main
1086,loitz
1087,lollar
1088,lommatzsch
1089,löningen
1090,lorch
1091,lorch
1092,lörrach
1093,lorsch
1094,lößnitz
1095,löwenstein
1096,lübbecke
1097,lübben
1098,lübbenau spreewald
1099,lübeck
1100,lübtheen
1101,lübz
1102,lüchow
1103,lucka
1104,luckau
1105,luckenwalde
1106,lüdenscheid
1107,lüdinghausen
1108,ludwigsburg
1109,ludwigsfelde
1110,ludwigshafen am rhein
1111,ludwigslust
1112,ludwigsstadt
1113,lugau erzgeb
1114,lügde
1115,lüneburg
1116,lünen
1117,lunzenau
1118,lütjenburg
1119,lützen
1120,lychen 
1121,magdala
1122,magdeburg
1123,mahlberg
1124,mainbernheim
1125,mainburg
1126,maintal
1127,mainz
1128,malchin
1129,malchow
1130,mannheim
1131,manderscheid
1132,mansfeld
1133,marbach am neckar
1134,marburg
1135,marienberg
1136,marienmünster
1137,markdorf
1138,markgröningen
1139,märkisch buchholz
1140,markkleeberg
1141,markneukirchen
1142,markranstädt
1143,marktbreit
1144,marktheidenfeld
1145,marktleuthen
1146,marktoberdorf
1147,marktredwitz
1148,marktsteft
1149,marl
1150,marlow
1151,marne
1152,marsberg
1153,maulbronn
1154,maxhütte-haidhof
1155,mayen
1156,mechernich
1157,meckenheim
1158,medebach
1159,meerane
1160,meerbusch
1161,meersburg
1162,meinerzhagen
1163,meiningen
1164,meisenheim
1165,meißen
1166,meldorf
1167,melle
1168,mellrichstadt
1169,melsungen
1170,memmingen
1171,menden
1172,mendig
1173,mengen
1174,meppen
1175,merkendorf
1176,merseburg
1177,merzig
1178,meschede
1179,meßkirch
1180,meßstetten
1181,mettmann
1182,metzingen
1183,meuselwitz
1184,meyenburg
1185,michelstadt
1186,miesbach
1187,miltenberg
1188,mindelheim
1189,minden
1190,mirow
1191,mittenwalde
1192,mitterteich
1193,mittweida
1194,möckern
1195,möckmühl
1196,moers
1197,mölln
1198,mönchengladbach
1199,monheim am rhein
